Date,Time,A,B,C,D,E,F,G,H,I,J,K,L,M,N,0,P,R
23/08/2004,05.00.00,-200,763,-200,2.0,0.0,583,-200,1093,-200,1288,596,22.0,1,49,6.0,1.0,
23/08/2004,06.00.00,-200,809,-200,3.0,8.0,701,-200,997,-200,1384,649,21.0,1,51,6.0,1.0,
23/08/2004,07.00.00,-200,893,-200,7.0,6.0,881,-200,810,-200,1486,792,21.0,8,48,6.0,1.0,
23/08/2004,08.00.00,-200,1028,-200,14.0,9.0,1146,-200,638,-200,1766,1080,21.0,7,49,1.0,1.0,
23/08/2004,09.00.00,2,1011,-200,12.0,0.0,1051,111,702,-200,1659,1087,25.0,3,41,7.0,1.0,
23/08/2004,10.00.00,-200,994,-200,9.0,2.0,947,-200,764,-200,1572,983,30.0,3,30,9.0,1.0,
23/08/2004,11.00.00,1,6,937,-200.0,8.0,2,908,86,822,83,1466,826.0,32,9,24.0,9.0,2269.0
23/08/2004,12.00.00,1,3,902,-200.0,5.0,9,808,57,912,64,1408,632.0,34,4,23.0,5.0,2541.0
23/08/2004,13.00.00,1,860,-200,4.0,7.0,748,39,955,50,1344,532,34.0,3,22,5.0,1.0,
23/08/2004,14.00.00,0,9,843,-200.0,4.0,1,716,41,1005,53,1305,496.0,33,4,21.0,6.0,927.0
23/08/2004,15.00.00,1,872,-200,4.0,9.0,760,47,979,57,1314,513,36.0,1,18,4.0,1.0,
23/08/2004,16.00.00,1,1,857,-200.0,5.0,2,775,45,979,55,1258,512.0,37,3,15.0,4.0,9692.0
23/08/2004,17.00.00,1,5,922,-200.0,7.0,5,878,60,880,70,1363,615.0,36,8,16.0,2.0,9922.0
23/08/2004,18.00.00,1,5,951,-200.0,7.0,4,875,51,856,68,1406,600.0,34,9,20.0,9.0,1463.0
23/08/2004,19.00.00,1,6,962,-200.0,7.0,8,891,53,813,73,1442,634.0,30,8,26.0,5.0,1603.0
23/08/2004,20.00.00,1,7,957,-200.0,8.0,6,926,72,758,92,1480,830.0,28,9,28.0,3.0,1078.0
23/08/2004,21.00.00,1,4,928,-200.0,6.0,5,837,62,808,80,1410,871.0,27,0,30.0,7.0,790.0
23/08/2004,22.00.00,1,2,895,-200.0,6.0,8,846,41,819,60,1371,787.0,26,6,30.0,6.0,459.0
23/08/2004,23.00.00,1,1,902,-200.0,5.0,7,797,32,845,49,1355,841.0,26,0,33.0,1.0,955.0
24/08/2004,00.00.00,1,1,904,-200.0,5.0,8,801,44,852,53,1400,862.0,24,1,37.0,9.0,1204.0
24/08/2004,01.00.00,1,2,919,,5.0,7,799,29,844,50,1409,881.0,22,2,43.0,1.0,1396.0
24/08/2004,02.00.00,0,7,812,-200.0,3.0,2,663,18,982,34,1265,709.0,22,8,41.0,3.0,1284.0
24/08/2004,03.00.00,0,5,776,-200.0,2.0,1,590,-200,1099,-200,1245,602.0,21,2,43.0,8.0,880.0
24/08/2004,04.00.00,0,4,762,-200.0,1.0,7,563,12,1181,21,1208,492.0,21,7,42.0,6.0,907.0
24/08/2004,05.00.00,0,7,786,-200.0,2.0,8,642,39,1057,48,1270,592.0,20,2,47.0,1.0,1021.0
24/08/2004,06.00.00,1,1,868,-200.0,5.0,7,798,83,866,71,1392,824.0,20,1,47.0,8.0,1093.0
24/08/2004,07.00.00,1,6,965,-200.0,10.0,0,977,149,725,94,1515,1014.0,20,6,45.0,5.0,925.0
24/08/2004,08.00.00,2,3,1049,-200.0,14.0,5,1133,216,630,118,1662,1208.0,22,4,41.0,1.0,979.0
24/08/2004,09.00.00,1,6,1008,-200.0,9.0,9,973,153,714,105,1509,1178.0,25,0,36.0,6.0,1430.0
24/08/2004,10.00.00,2,1008,-200,11.0,2.0,1021,177,714,122,1549,1176,29.0,9,26,2.0,1.0,
24/08/2004,11.00.00,1,6,973,-200.0,8.0,3,911,126,800,121,1441,891.0,32,9,21.0,8.0,714.0
24/08/2004,12.00.00,1,6,964,-200.0,9.0,5,959,96,787,115,1438,731.0,35,0,17.0,9.0,9900.0
24/08/2004,13.00.00,1,3,923,-200.0,7.0,1,862,92,875,107,1363,626.0,34,6,18.0,2.0,9832.0
24/08/2004,14.00.00,1,934,-200,6.0,0.0,811,75,896,86,1343,553,33.0,8,22,8.0,1.0,
24/08/2004,15.00.00,1,6,1036,-200.0,9.0,1,943,109,770,118,1509,770.0,36,3,19.0,5.0,1539.0
24/08/2004,16.00.00,2,1076,-200,10.0,4.0,994,133,723,129,1549,938,38.0,3,17,9.0,1.0,
24/08/2004,17.00.00,1,7,1055,-200.0,8.0,7,927,87,757,90,1520,716.0,36,9,20.0,9.0,2864.0
24/08/2004,18.00.00,1,7,1081,-200.0,9.0,0,938,80,728,87,1568,714.0,33,9,30.0,0.0,5600.0
24/08/2004,19.00.00,1,4,1072,-200.0,6.0,8,850,70,737,65,1604,702.0,29,8,43.0,4.0,7988.0
24/08/2004,20.00.00,1,3,1038,-200.0,,2,773,67,749,61,1568,687.0,27,5,50.0,4.0,8274.0
24/08/2004,21.00.00,1,3,1059,-200.0,5.0,7,800,66,740,62,1604,739.0,27,5,50.0,4.0,8284.0
24/08/2004,22.00.00,1,6,1070,-200.0,6.0,9,852,97,704,85,1639,867.0,28,1,48.0,0.0,7933.0
24/08/2004,23.00.00,1,8,1093,-200.0,7.0,8,893,90,677,83,1678,927.0,26,9,49.0,6.0,7299.0
25/08/2004,00.00.00,1,5,1016,-200.0,,8,849,99,729,84,1609,872.0,26,0,48.0,0.0,5899.0
25/08/2004,01.00.00,1,3,988,-200.0,6.0,3,825,71,756,71,1559,,24,9,50.0,6.0,5747.0
25/08/2004,02.00.00,1,1,930,-200.0,4.0,7,749,59,823,62,1464,777.0,23,7,53.0,2.0,5418.0
25/08/2004,03.00.00,0,5,815,-200.0,2.0,0,584,-200,1102,-200,1363,513.0,24,5,50.0,9.0,5416.0
25/08/2004,04.00.00,0,6,884,-200.0,3.0,6,686,26,908,40,1439,651.0,22,9,56.0,1.0,5492.0
25/08/2004,05.00.00,0,7,913,-200.0,4.0,4,730,47,883,50,1493,774.0,23,3,55.0,5.0,5636.0
25/08/2004,06.00.00,1,1,994,-200.0,6.0,4,829,108,784,78,1581,982.0,23,6,54.0,2.0,5583.0
25/08/2004,07.00.00,1,9,1173,-200.0,11.0,9,1047,160,631,89,1815,1175.0,24,9,52.0,9.0,6430.0
25/08/2004,08.00.00,3,5,1314,-200.0,21.0,0,1325,204,499,106,2143,1390.0,26,4,50.0,8.0,7166.0
25/08/2004,09.00.00,2,9,1252,-200.0,15.0,6,1168,193,557,107,1938,1352.0,28,1,47.0,4.0,7753.0
25/08/2004,10.00.00,2,2,1151,-200.0,12.0,1,1053,146,623,93,1835,1152.0,30,2,43.0,2.0,8230.0
25/08/2004,11.00.00,2,1122,-200,9.0,3.0,951,126,687,95,1729,1022,31.0,2,41,9.0,1.0,
25/08/2004,12.00.00,1,7,1111,-200.0,8.0,7,927,90,707,78,1715,922.0,33,9,36.0,0.0,8692.0
25/08/2004,13.00.00,1,6,1058,-200.0,7.0,9,894,84,736,76,1648,825.0,33,9,34.0,1.0,7754.0
25/08/2004,14.00.00,1,3,972,-200.0,6.0,2,820,60,811,66,1535,630.0,34,4,30.0,6.0,6402.0
25/08/2004,15.00.00,1,3,985,-200.0,6.0,3,826,66,808,71,1544,621.0,35,3,28.0,5.0,6034.0
25/08/2004,16.00.00,1,3,1004,-200.0,6.0,0,814,57,808,61,1520,602.0,36,3,28.0,3.0,6851.0
25/08/2004,17.00.00,1,6,1030,-200.0,7.0,9,897,71,733,73,1592,668.0,35,3,29.0,4.0,6577.0
25/08/2004,18.00.00,1,3,965,-200.0,5.0,8,802,51,821,54,1504,564.0,32,5,34.0,1.0,6453.0
25/08/2004,19.00.00,1,4,987,-200.0,6.0,3,824,49,793,53,1541,581.0,29,1,42.0,1.0,6695.0
25/08/2004,20.00.00,1,4,923,-200.0,6.0,0,811,59,804,69,1434,604.0,27,8,35.0,6.0,3116.0
25/08/2004,21.00.00,1,3,872,-200.0,6.0,3,824,66,853,77,1346,590.0,27,0,30.0,0.0,542.0
25/08/2004,22.00.00,1,4,939,-200.0,6.0,8,849,72,804,83,1479,650.0,26,3,37.0,3.0,2555.0
25/08/2004,23.00.00,1,5,954,-200.0,7.0,0,855,89,792,94,1474,745.0,25,2,40.0,8.0,2877.0
26/08/2004,00.00.00,1,5,969,-200.0,7.0,0,857,75,753,84,1485,821.0,24,3,43.0,3.0,2973.0
26/08/2004,01.00.00,0,9,882,-200.0,5.0,0,763,38,879,55,1388,656.0,23,3,45.0,3.0,2794.0
26/08/2004,02.00.00,0,6,805,-200.0,2.0,8,637,24,1048,35,1276,520.0,24,1,44.0,0.0,3034.0
26/08/2004,03.00.00,0,5,790,-200.0,2.0,1,590,-200,1122,-200,1257,493.0,23,8,44.0,8.0,3061.0
26/08/2004,04.00.00,-200,779,-200,1.0,7.0,560,19,1189,31,1231,487,23.0,0,47,7.0,1.0,
26/08/2004,05.00.00,0,5,842,-200.0,2.0,8,640,40,1070,45,1293,595.0,23,7,46.0,7.0,3501.0
26/08/2004,06.00.00,1,-200,-200,-200.0,0.0,-200,63,-200,59,-200,-200,-200.0,-200,-200,,,
26/08/2004,07.00.00,1,9,-200,-200.0,-200.0,0,-200,121,-200,83,-200,-200.0,-200,-200,-200.0,,
26/08/2004,08.00.00,2,6,-200,,-200.0,0,-200,143,-200,90,-200,-200.0,-200,-200,-200.0,,
26/08/2004,09.00.00,1,7,-200,-200.0,-200.0,0,-200,104,-200,87,-200,-200.0,-200,-200,-200.0,,
26/08/2004,10.00.00,1,7,-200,-200.0,-200.0,0,-200,111,-200,83,-200,-200.0,-200,-200,-200.0,,
26/08/2004,11.00.00,1,4,-200,-200.0,,0,-200,83,-200,71,-200,-200.0,-200,-200,-200.0,,
26/08/2004,12.00.00,1,6,-200,-200.0,-200.0,0,-200,90,-200,77,-200,-200.0,-200,-200,-200.0,,
26/08/2004,13.00.00,1,3,-200,-200.0,-200.0,0,-200,82,-200,75,-200,-200.0,-200,-200,-200.0,,
26/08/2004,14.00.00,0,9,-200,-200.0,-200.0,0,-200,48,-200,52,-200,-200.0,-200,-200,-200.0,,
26/08/2004,15.00.00,1,4,-200,-200.0,-200.0,0,-200,89,-200,76,-200,-200.0,-200,-200,-200.0,,
26/08/2004,16.00.00,1,-200,-200,-200.0,0.0,-200,58,-200,60,-200,-200,-200.0,-200,-200,,,
26/08/2004,17.00.00,2,2,-200,-200.0,-200.0,0,-200,129,-200,99,-200,-200.0,-200,-200,-200.0,,
26/08/2004,18.00.00,1,9,-200,-200.0,-200.0,0,-200,103,-200,88,-200,-200.0,-200,-200,-200.0,,
26/08/2004,19.00.00,2,1,-200,-200.0,-200.0,0,-200,115,-200,91,-200,-200.0,-200,-200,-200.0,,
26/08/2004,20.00.00,1,7,-200,-200.0,-200.0,0,-200,108,-200,91,-200,-200.0,-200,-200,-200.0,,
26/08/2004,21.00.00,1,-200,-200,-200.0,0.0,-200,60,-200,68,-200,-200,-200.0,-200,-200,,,
26/08/2004,22.00.00,1,1,-200,-200.0,-200.0,0,-200,68,-200,71,-200,-200.0,-200,-200,-200.0,,
26/08/2004,23.00.00,0,7,-200,-200.0,-200.0,0,-200,36,-200,49,-200,-200.0,-200,-200,-200.0,,
27/08/2004,00.00.00,1,3,-200,-200.0,-200.0,0,-200,81,-200,71,-200,-200.0,-200,-200,-200.0,,
27/08/2004,01.00.00,1,3,-200,-200.0,-200.0,0,-200,91,-200,76,-200,-200.0,-200,-200,-200.0,,
27/08/2004,02.00.00,1,-200,-200,-200.0,0.0,-200,65,-200,67,-200,-200,-200.0,-200,-200,,,
27/08/2004,03.00.00,0,7,-200,-200.0,-200.0,0,-200,-200,-200,-200,-200,-200.0,-200,-200,-200.0,,
27/08/2004,04.00.00,0,6,-200,-200.0,-200.0,0,-200,46,-200,58,-200,-200.0,-200,-200,-200.0,,
27/08/2004,05.00.00,0,7,-200,-200.0,,0,-200,71,-200,53,-200,-200.0,-200,-200,-200.0,,
27/08/2004,06.00.00,1,1,-200,-200.0,-200.0,0,-200,92,-200,52,-200,-200.0,-200,-200,-200.0,,
27/08/2004,07.00.00,2,4,-200,-200.0,-200.0,0,-200,201,-200,68,-200,-200.0,-200,-200,-200.0,,
27/08/2004,08.00.00,2,4,-200,-200.0,-200.0,0,-200,169,-200,69,-200,-200.0,-200,-200,-200.0,,
27/08/2004,09.00.00,2,3,-200,-200.0,,0,-200,158,-200,83,-200,-200.0,-200,-200,-200.0,,
27/08/2004,10.00.00,2,2,-200,-200.0,-200.0,0,-200,147,-200,99,-200,-200.0,-200,-200,-200.0,,
27/08/2004,11.00.00,1,8,-200,-200.0,-200.0,0,-200,119,-200,101,-200,-200.0,-200,-200,-200.0,,
27/08/2004,12.00.00,2,-200,-200,-200.0,0.0,-200,114,-200,104,-200,-200,-200.0,-200,-200,,,
27/08/2004,13.00.00,1,5,-200,-200.0,-200.0,0,-200,92,-200,89,-200,-200.0,-200,-200,-200.0,,
27/08/2004,14.00.00,1,4,-200,-200.0,-200.0,0,-200,82,-200,88,-200,-200.0,-200,-200,-200.0,,
27/08/2004,15.00.00,1,5,-200,-200.0,-200.0,0,-200,85,-200,89,-200,-200.0,-200,-200,-200.0,,
27/08/2004,16.00.00,1,6,-200,-200.0,-200.0,0,-200,96,-200,92,-200,-200.0,-200,-200,-200.0,,
27/08/2004,17.00.00,1,9,-200,-200.0,-200.0,0,-200,104,-200,109,-200,-200.0,-200,-200,-200.0,,
27/08/2004,18.00.00,2,-200,-200,,0.0,-200,101,-200,107,-200,-200,-200.0,-200,-200,,,
27/08/2004,19.00.00,2,3,-200,-200.0,-200.0,0,-200,128,-200,116,-200,-200.0,-200,-200,-200.0,,
27/08/2004,20.00.00,2,4,-200,-200.0,-200.0,0,-200,147,-200,124,-200,-200.0,-200,-200,-200.0,,
27/08/2004,21.00.00,1,8,-200,-200.0,-200.0,0,-200,115,-200,112,-200,-200.0,-200,-200,-200.0,,
27/08/2004,22.00.00,1,7,-200,-200.0,-200.0,0,-200,97,-200,99,-200,-200.0,-200,-200,-200.0,,
27/08/2004,23.00.00,1,2,-200,-200.0,-200.0,0,-200,74,-200,85,-200,-200.0,-200,-200,-200.0,,
28/08/2004,00.00.00,0,8,-200,-200.0,-200.0,0,-200,50,-200,69,-200,-200.0,-200,-200,-200.0,,
28/08/2004,01.00.00,0,7,-200,-200.0,-200.0,0,-200,41,-200,58,-200,-200.0,-200,-200,-200.0,,
28/08/2004,02.00.00,0,6,-200,-200.0,-200.0,0,-200,36,-200,49,-200,-200.0,-200,-200,-200.0,,
28/08/2004,03.00.00,0,6,835,-200.0,3.0,8,699,-200,912,-200,1361,796.0,19,8,59.0,3.0,3505.0
28/08/2004,04.00.00,0,6,792,-200.0,2.0,5,621,40,1015,56,1322,714.0,20,0,59.0,3.0,3681.0
28/08/2004,05.00.00,0,4,749,-200.0,1.0,7,559,25,1145,33,1255,584.0,22,5,48.0,6.0,3077.0
28/08/2004,06.00.00,0,5,803,-200.0,3.0,4,676,38,975,39,1303,676.0,19,5,57.0,0.0,2739.0
28/08/2004,07.00.00,0,7,818,-200.0,4.0,3,726,38,921,43,1330,685.0,19,6,56.0,1.0,2651.0
28/08/2004,08.00.00,1,2,932,-200.0,7.0,1,861,75,767,62,1483,894.0,20,7,53.0,3.0,2870.0
28/08/2004,09.00.00,1,7,977,-200.0,8.0,3,913,104,744,81,1512,977.0,24,7,41.0,8.0,2839.0
28/08/2004,10.00.00,1,8,1011,-200.0,9.0,1,945,134,733,102,1570,1034.0,29,9,30.0,5.0,2616.0
28/08/2004,11.00.00,1,5,975,-200.0,7.0,7,887,85,829,86,1478,737.0,32,3,27.0,2.0,2933.0
28/08/2004,12.00.00,1,2,958,-200.0,7.0,2,867,30,828,37,1468,660.0,34,3,24.0,5.0,3021.0
28/08/2004,13.00.00,1,1,903,-200.0,5.0,8,805,49,886,64,1361,581.0,33,4,22.0,5.0,1398.0
28/08/2004,14.00.00,-200,854,-200,3.0,5.0,684,-200,1020,-200,1294,456,,7,22,8.0,1.0,
28/08/2004,15.00.00,-200,890,-200,4.0,7.0,749,-200,953,-200,1332,483,34.0,5,20,5.0,1.0,
28/08/2004,16.00.00,-200,962,-200,6.0,7.0,845,-200,877,-200,1379,575,35.0,9,20,3.0,1.0,
28/08/2004,17.00.00,-200,1028,-200,8.0,9.0,934,-200,786,-200,1481,707,35.0,8,23,0.0,1.0,
28/08/2004,18.00.00,-200,1031,-200,8.0,0.0,901,-200,775,-200,1502,628,33.0,5,29,0.0,1.0,
28/08/2004,19.00.00,-200,1087,-200,9.0,0.0,938,-200,690,-200,1613,747,29.0,8,39,6.0,1.0,
28/08/2004,20.00.00,-200,1029,-200,7.0,1.0,862,-200,727,-200,1539,733,27.0,9,43,1.0,1.0,
28/08/2004,21.00.00,-200,1070,-200,8.0,8.0,932,-200,685,-200,1648,847,27.0,3,44,5.0,1.0,
28/08/2004,22.00.00,-200,1059,-200,8.0,4.0,914,-200,697,-200,1617,895,26.0,0,47,6.0,1.0,
28/08/2004,23.00.00,-200,1125,-200,9.0,3.0,952,-200,646,-200,1690,995,25.0,3,52,9.0,1.0,
29/08/2004,00.00.00,-200,1062,-200,6.0,4.0,829,-200,714,-200,1592,846,24.0,5,56,3.0,1.0,
29/08/2004,01.00.00,-200,1049,-200,6.0,9.0,853,-200,699,-200,1605,882,23.0,5,59,8.0,1.0,
29/08/2004,02.00.00,-200,999,-200,7.0,3.0,871,-200,711,-200,1580,909,22.0,6,62,6.0,1.0,
29/08/2004,03.00.00,-200,947,-200,5.0,9.0,808,-200,768,-200,1537,851,21.0,8,64,6.0,1.0,
29/08/2004,04.00.00,-200,904,-200,4.0,8.0,753,-200,809,-200,1529,766,21.0,0,66,9.0,1.0,
29/08/2004,05.00.00,-200,894,-200,3.0,5.0,681,-200,843,-200,1476,765,21.0,2,66,4.0,1.0,
29/08/2004,06.00.00,-200,875,-200,3.0,0.0,654,-200,897,-200,1463,752,21.0,0,66,5.0,1.0,
29/08/2004,07.00.00,-200,870,-200,2.0,8.0,637,-200,947,-200,1445,716,21.0,3,64,1.0,1.0,
29/08/2004,08.00.00,-200,952,-200,4.0,8.0,756,-200,809,-200,1518,825,22.0,7,58,1.0,1.0,
29/08/2004,09.00.00,-200,949,-200,3.0,9.0,705,-200,859,-200,1460,691,25.0,1,51,8.0,1.0,
29/08/2004,10.00.00,-200,1028,-200,6.0,9.0,854,-200,776,-200,1561,761,29.0,5,39,0.0,1.0,
29/08/2004,11.00.00,-200,1003,-200,6.0,8.0,849,-200,800,-200,1511,710,32.0,3,31,8.0,1.0,
29/08/2004,12.00.00,-200,934,-200,5.0,0.0,763,-200,872,-200,1435,567,33.0,6,28,9.0,1.0,
29/08/2004,13.00.00,-200,872,-200,4.0,0.0,710,-200,956,-200,1377,493,31.0,9,28,2.0,1.0,
29/08/2004,14.00.00,-200,852,-200,3.0,5.0,684,-200,982,-200,1343,477,32.0,5,25,9.0,1.0,
29/08/2004,15.00.00,-200,881,-200,4.0,1.0,715,-200,955,-200,1352,502,34.0,1,23,4.0,1.0,
29/08/2004,16.00.00,-200,942,-200,5.0,4.0,783,-200,898,-200,1397,568,36.0,2,21,4.0,1.0,
29/08/2004,17.00.00,-200,1038,-200,8.0,6.0,925,-200,746,-200,1534,714,35.0,6,22,6.0,1.0,
29/08/2004,18.00.00,-200,1042,-200,8.0,8.0,932,-200,752,-200,1530,717,33.0,6,25,7.0,1.0,
29/08/2004,19.00.00,-200,1181,-200,13.0,7.0,1107,-200,590,-200,1807,935,29.0,9,35,2.0,1.0,
29/08/2004,20.00.00,-200,1116,-200,11.0,8.0,1044,-200,613,-200,1694,954,28.0,3,39,2.0,1.0,
29/08/2004,21.00.00,-200,1062,-200,8.0,6.0,923,-200,697,-200,1602,839,27.0,0,43,0.0,1.0,
29/08/2004,22.00.00,-200,1085,-200,9.0,2.0,948,-200,680,-200,1635,880,26.0,2,46,8.0,1.0,
29/08/2004,23.00.00,-200,1161,-200,12.0,2.0,1057,-200,613,-200,1764,1026,25.0,1,51,5.0,1.0,
30/08/2004,00.00.00,-200,1053,-200,7.0,8.0,891,-200,690,-200,1589,898,24.0,1,55,3.0,1.0,
30/08/2004,01.00.00,-200,956,-200,4.0,5.0,740,-200,831,-200,1474,717,23.0,8,57,8.0,1.0,
30/08/2004,02.00.00,-200,859,-200,2.0,9.0,646,-200,951,-200,1376,607,23.0,7,56,2.0,1.0,
30/08/2004,03.00.00,-200,813,-200,1.0,8.0,566,-200,1123,-200,1328,501,24.0,8,52,2.0,1.0,
30/08/2004,04.00.00,-200,815,-200,1.0,7.0,565,-200,1127,-200,1350,541,22.0,9,59,4.0,1.0,
30/08/2004,05.00.00,-200,902,-200,3.0,9.0,706,-200,877,-200,1463,708,22.0,0,62,3.0,1.0,
30/08/2004,06.00.00,-200,1017,-200,7.0,6.0,885,-200,726,-200,1609,884,21.0,5,64,0.0,1.0,
30/08/2004,07.00.00,-200,1336,-200,23.0,3.0,1385,-200,477,-200,2133,1357,22.0,6,60,3.0,1.0,
30/08/2004,08.00.00,-200,1393,-200,30.0,7.0,1567,-200,416,-200,2381,1562,23.0,8,56,5.0,1.0,
30/08/2004,09.00.00,-200,1271,-200,20.0,4.0,1308,-200,517,-200,2007,1411,25.0,7,50,6.0,1.0,
30/08/2004,10.00.00,-200,1169,-200,13.0,7.0,1107,-200,607,-200,1818,1175,27.0,8,45,4.0,1.0,
30/08/2004,11.00.00,-200,1143,-200,11.0,8.0,1043,-200,643,-200,1747,1079,29.0,9,39,6.0,1.0,
30/08/2004,12.00.00,-200,1084,-200,10.0,1.0,980,-200,679,-200,1653,923,31.0,6,34,7.0,1.0,
30/08/2004,13.00.00,-200,1051,-200,9.0,3.0,950,-200,715,-200,1644,748,31.0,5,34,4.0,1.0,
30/08/2004,14.00.00,-200,1020,-200,7.0,6.0,882,-200,765,-200,1553,635,31.0,2,35,0.0,1.0,
30/08/2004,15.00.00,-200,1111,-200,13.0,1.0,1088,-200,635,-200,1719,884,33.0,0,31,4.0,1.0,
30/08/2004,16.00.00,-200,1125,-200,12.0,2.0,1056,-200,645,-200,1716,929,33.0,8,29,2.0,1.0,
30/08/2004,17.00.00,-200,1099,-200,11.0,9.0,1048,-200,657,-200,1711,779,33.0,0,29,5.0,1.0,
30/08/2004,18.00.00,-200,1132,-200,14.0,1.0,1121,-200,611,-200,1757,906,32.0,3,30,2.0,1.0,
30/08/2004,19.00.00,-200,1077,-200,11.0,3.0,1025,-200,629,-200,1677,772,28.0,4,38,4.0,1.0,
30/08/2004,20.00.00,-200,1076,-200,10.0,3.0,988,-200,648,-200,1649,883,26.0,9,43,2.0,1.0,
30/08/2004,21.00.00,-200,1070,-200,10.0,8.0,1008,-200,656,-200,1649,963,26.0,0,43,6.0,1.0,
30/08/2004,22.00.00,-200,1052,-200,9.0,4.0,956,-200,675,-200,1581,987,25.0,0,47,6.0,1.0,
30/08/2004,23.00.00,-200,988,-200,7.0,1.0,862,-200,736,-200,1539,893,24.0,6,50,9.0,1.0,
31/08/2004,00.00.00,-200,926,-200,5.0,1.0,769,-200,836,-200,1467,801,24.0,0,55,6.0,1.0,
31/08/2004,01.00.00,-200,925,-200,4.0,7.0,749,-200,826,-200,1482,739,23.0,5,58,3.0,1.0,
31/08/2004,02.00.00,-200,869,-200,2.0,9.0,648,-200,953,-200,1401,644,22.0,7,60,8.0,1.0,
31/08/2004,03.00.00,-200,832,-200,2.0,1.0,593,-200,1049,-200,1347,558,24.0,1,55,5.0,1.0,
31/08/2004,04.00.00,-200,854,-200,2.0,9.0,645,-200,954,-200,1399,602,22.0,5,60,9.0,1.0,
31/08/2004,05.00.00,-200,913,-200,4.0,3.0,726,-200,861,-200,1487,737,22.0,0,64,5.0,1.0,
31/08/2004,06.00.00,-200,976,-200,6.0,6.0,840,-200,756,-200,1555,885,22.0,3,62,9.0,1.0,
31/08/2004,07.00.00,-200,1309,-200,21.0,0.0,1323,-200,505,-200,2098,1360,23.0,1,60,0.0,1.0,
31/08/2004,08.00.00,-200,1333,-200,26.0,2.0,1460,-200,443,-200,2231,1455,24.0,7,55,1.0,1.0,
31/08/2004,09.00.00,-200,1209,-200,16.0,1.0,1182,-200,546,-200,1911,1255,27.0,7,46,1.0,1.0,
31/08/2004,10.00.00,-200,1180,-200,15.0,3.0,1157,-200,568,-200,1874,1202,29.0,8,38,8.0,1.0,
31/08/2004,11.00.00,-200,1204,-200,16.0,5.0,1196,-200,552,-200,1884,1250,31.0,5,32,6.0,1.0,
31/08/2004,12.00.00,-200,1143,-200,14.0,1.0,1119,-200,610,-200,1770,1103,31.0,8,30,5.0,1.0,
31/08/2004,13.00.00,-200,1120,-200,12.0,2.0,1058,-200,626,-200,1716,1049,31.0,4,31,8.0,1.0,
31/08/2004,14.00.00,2,9,1030,-200.0,8.0,9,935,-200,726,-200,1583,791.0,32,5,28.0,7.0,3796.0
31/08/2004,15.00.00,1,9,1058,-200.0,11.0,0,1016,209,673,101,1625,832.0,33,8,25.0,8.0,3338.0
31/08/2004,16.00.00,1,4,1040,-200.0,7.0,6,882,132,756,71,1560,635.0,34,5,28.0,6.0,5393.0
31/08/2004,17.00.00,2,1093,-200,10.0,1.0,981,166,666,82,1676,733,32.0,7,33,0.0,1.0,
31/08/2004,18.00.00,2,7,1184,-200.0,14.0,1,1119,243,594,104,1806,912.0,31,4,35.0,4.0,5972.0
31/08/2004,19.00.00,2,8,1180,-200.0,14.0,1,1121,247,568,105,1816,947.0,27,7,43.0,5.0,5920.0
31/08/2004,20.00.00,2,1079,-200,10.0,3.0,988,165,633,87,1694,899,26.0,2,47,8.0,1.0,
31/08/2004,21.00.00,2,1,1095,-200.0,11.0,5,1032,187,621,98,1730,984.0,25,7,48.0,7.0,5825.0
31/08/2004,22.00.00,2,1073,-200,10.0,9.0,1009,206,639,105,1655,955,25.0,2,50,1.0,1.0,
31/08/2004,23.00.00,1,8,1063,-200.0,10.0,4,991,200,655,104,1672,966.0,24,4,53.0,4.0,6031.0
01/09/2004,00.00.00,1,9,1046,-200.0,9.0,5,960,189,671,96,1637,899.0,23,7,55.0,4.0,6031.0
01/09/2004,01.00.00,1,3,953,-200.0,7.0,0,858,136,742,79,1544,780.0,22,8,58.0,5.0,5992.0
01/09/2004,02.00.00,0,7,864,-200.0,3.0,3,673,83,947,61,1412,636.0,22,8,58.0,5.0,5985.0
01/09/2004,03.00.00,0,5,829,-200.0,2.0,6,628,-200,994,-200,1378,577.0,22,3,59.0,7.0,5889.0
01/09/2004,04.00.00,0,5,838,-200.0,2.0,8,639,72,963,48,1391,596.0,20,8,64.0,9.0,5710.0
01/09/2004,05.00.00,0,6,913,-200.0,4.0,3,728,121,802,63,1418,887.0,19,7,66.0,8.0,5184.0
01/09/2004,06.00.00,1,3,1039,-200.0,8.0,5,921,268,687,92,1556,1115.0,19,8,64.0,3.0,4678.0
01/09/2004,07.00.00,3,6,1252,-200.0,20.0,9,1320,451,499,99,2001,1374.0,20,6,62.0,3.0,4915.0
01/09/2004,08.00.00,4,9,1410,-200.0,35.0,2,1669,458,393,117,2555,1644.0,23,2,54.0,0.0,5143.0
01/09/2004,09.00.00,3,9,1217,-200.0,18.0,7,1261,487,533,142,1941,1375.0,26,3,43.0,1.0,4542.0
01/09/2004,10.00.00,2,2,1114,-200.0,12.0,8,1077,319,633,121,1705,1199.0,29,1,35.0,4.0,4008.0
01/09/2004,11.00.00,1,9,1026,-200.0,11.0,2,1020,269,689,122,1603,992.0,30,0,31.0,6.0,3176.0
01/09/2004,12.00.00,2,2,1051,-200.0,13.0,3,1094,224,646,108,1675,966.0,32,4,26.0,3.0,2594.0
